customer_id,name,segment,age,region,branch,join_date
CUST0408,Customer 408,Student,21,North,Hamburg-Nord,2020-01-13
CUST0409,Customer 409,Student,74,North,Hamburg-Nord,2019-10-18
CUST0410,Customer 410,Business,72,East,Berlin-Mitte,2020-01-11
CUST0411,Customer 411,Student,33,East,Berlin-Mitte,2021-04-12
CUST0412,Customer 412,Retail,70,Central,Mannheim,2014-12-12
CUST0413,Customer 413,Retail,58,East,Berlin-Mitte,2020-03-15
CUST0414,Customer 414,Business,37,East,Berlin-Mitte,2017-09-22
CUST0415,Customer 415,Premium,24,North,Bremen-City,2014-07-22
CUST0416,Customer 416,Business,63,West,Cologne-City,2014-04-07
CUST0417,Customer 417,Business,30,Central,Nuremberg,2013-10-24
CUST0418,Customer 418,Premium,18,Central,Mannheim,2020-03-10
CUST0419,Customer 419,Business,37,West,Cologne-City,2017-07-03
CUST0420,Customer 420,Premium,61,Central,Mannheim,2017-09-12
CUST0421,Customer 421,Premium,42,West,Cologne-City,2020-06-03
CUST0422,Customer 422,Student,45,East,Dresden,2015-07-04
CUST0423,Customer 423,Business,33,North,Hamburg-Nord,2021-11-09
CUST0424,Customer 424,Premium,36,North,Bremen-City,2014-05-04
CUST0425,Customer 425,Student,56,South,Augsburg,2015-01-29
CUST0426,Customer 426,Student,50,West,Cologne-City,2016-04-05
CUST0427,Customer 427,Business,68,Central,Stuttgart,2014-01-16
CUST0428,Customer 428,Premium,25,North,Hamburg-Mitte,2016-03-25
CUST0429,Customer 429,Business,18,East,Dresden,2019-08-10
CUST0430,Customer 430,Premium,44,East,Berlin-East,2019-07-01
CUST0431,Customer 431,Premium,67,North,Hamburg-Nord,2020-11-11
CUST0432,Customer 432,Business,49,South,Munich-Mitte,2014-09-19
CUST0433,Customer 433,Student,41,West,Cologne-City,2014-03-12
CUST0434,Customer 434,Premium,75,South,Munich-Mitte,2014-03-12
CUST0435,Customer 435,Business,49,East,Berlin-Mitte,2015-05-14
CUST0436,Customer 436,Business,60,South,Augsburg,2021-09-05
CUST0437,Customer 437,Premium,70,Central,Nuremberg,2019-02-28
CUST0438,Customer 438,Premium,47,North,Bremen-City,2016-09-16
CUST0439,Customer 439,Premium,25,South,Augsburg,2015-11-28
CUST0440,Customer 440,Student,22,West,Cologne-City,2015-08-02
CUST0441,Customer 441,Student,40,East,Berlin-Mitte,2020-12-11
CUST0442,Customer 442,Business,39,South,Munich-Mitte,2016-11-28
CUST0443,Customer 443,Premium,39,West,Frankfurt,2014-03-27
CUST0444,Customer 444,Premium,72,West,Dusseldorf,2017-03-21
CUST0445,Customer 445,Business,25,West,Frankfurt,2021-02-22
CUST0446,Customer 446,Retail,22,South,Augsburg,2014-05-30
CUST0447,Customer 447,Business,27,Central,Mannheim,2018-05-08
CUST0448,Customer 448,Business,66,Central,Stuttgart,2018-01-25
CUST0449,Customer 449,Premium,27,North,Hamburg-Mitte,2021-10-15
CUST0450,Customer 450,Student,35,North,Bremen-City,2014-06-28
CUST0451,Customer 451,Student,28,West,Frankfurt,2016-08-23
CUST0452,Customer 452,Business,30,Central,Mannheim,2014-09-09
CUST0453,Customer 453,Retail,66,East,Berlin-Mitte,2020-10-22
CUST0454,Customer 454,Student,67,South,Munich-South,2015-06-23
CUST0455,Customer 455,Business,75,Central,Stuttgart,2014-09-24
CUST0456,Customer 456,Student,70,West,Cologne-City,2018-07-13
CUST0457,Customer 457,Retail,63,East,Berlin-East,2016-10-07
CUST0458,Customer 458,Student,34,South,Munich-South,2021-10-03
CUST0459,Customer 459,Business,69,South,Munich-South,2014-12-21
CUST0460,Customer 460,Premium,43,West,Cologne-City,2017-04-12
CUST0461,Customer 461,Business,22,West,Dusseldorf,2014-03-20
CUST0462,Customer 462,Premium,71,West,Frankfurt,2018-01-09
CUST0463,Customer 463,Premium,48,East,Dresden,2021-07-08
CUST0464,Customer 464,Business,20,South,Munich-Mitte,2017-05-24
CUST0465,Customer 465,Business,69,North,Hamburg-Mitte,2017-12-23
CUST0466,Customer 466,Retail,22,East,Berlin-East,2020-04-18
CUST0467,Customer 467,Business,57,East,Berlin-East,2020-08-09
CUST0468,Customer 468,Business,55,West,Cologne-City,2017-06-27
CUST0469,Customer 469,Premium,18,Central,Mannheim,2014-07-01
CUST0470,Customer 470,Business,72,North,Hamburg-Nord,2020-02-01
CUST0471,Customer 471,Retail,33,North,Hamburg-Nord,2021-10-28
CUST0472,Customer 472,Business,29,Central,Mannheim,2015-10-14
CUST0473,Customer 473,Retail,21,North,Hamburg-Nord,2018-05-22
CUST0474,Customer 474,Premium,28,Central,Nuremberg,2014-03-14
CUST0475,Customer 475,Retail,68,South,Munich-South,2016-11-13
CUST0476,Customer 476,Retail,64,Central,Stuttgart,2016-04-17
CUST0477,Customer 477,Premium,69,North,Hamburg-Mitte,2017-11-16
CUST0478,Customer 478,Premium,60,North,Hamburg-Mitte,2017-03-15
CUST0479,Customer 479,Retail,52,North,Hamburg-Nord,2017-07-30
CUST0480,Customer 480,Retail,48,North,Hamburg-Nord,2020-11-07
CUST0481,Customer 481,Retail,47,North,Hamburg-Nord,2019-04-06
CUST0482,Customer 482,Business,71,South,Munich-Mitte,2020-03-14
CUST0483,Customer 483,Retail,74,Central,Nuremberg,2016-02-01
CUST0484,Customer 484,Student,29,South,Augsburg,2016-08-20
CUST0485,Customer 485,Retail,60,Central,Mannheim,2014-09-25
CUST0486,Customer 486,Business,54,North,Bremen-City,2019-08-17
CUST0487,Customer 487,Student,40,South,Munich-South,2013-12-02
CUST0488,Customer 488,Retail,25,South,Augsburg,2017-10-07
CUST0489,Customer 489,Premium,39,North,Bremen-City,2016-01-20
CUST0490,Customer 490,Business,60,East,Berlin-East,2014-07-30
CUST0491,Customer 491,Retail,56,Central,Stuttgart,2019-06-09
CUST0492,Customer 492,Premium,59,North,Bremen-City,2014-05-04
CUST0493,Customer 493,Retail,33,East,Dresden,2019-09-26
CUST0494,Customer 494,Student,73,West,Dusseldorf,2016-04-04
CUST0495,Customer 495,Student,36,East,Berlin-East,2017-03-31
CUST0496,Customer 496,Business,52,West,Frankfurt,2019-01-22
CUST0497,Customer 497,Premium,31,Central,Nuremberg,2015-01-30
CUST0498,Customer 498,Student,21,West,Dusseldorf,2017-05-31
CUST0499,Customer 499,Premium,18,West,Dusseldorf,2019-05-03
CUST0500,Customer 500,Premium,53,West,Frankfurt,2016-06-22
CUST0501,Customer 501,Business,73,Central,Nuremberg,2017-05-19
CUST0502,Customer 502,Business,34,West,Cologne-City,2019-09-29
CUST0503,Customer 503,Student,70,South,Augsburg,2016-09-05
CUST0504,Customer 504,Premium,51,Central,Nuremberg,2020-08-10
CUST0505,Customer 505,Student,53,South,Munich-South,2020-09-19
CUST0506,Customer 506,Student,21,Central,Mannheim,2017-05-14
CUST0507,Customer 507,Student,63,Central,Mannheim,2015-06-26
CUST0508,Customer 508,Premium,25,West,Dusseldorf,2021-02-19
CUST0509,Customer 509,Premium,53,Central,Nuremberg,2019-01-28
CUST0510,Customer 510,Retail,33,East,Dresden,2019-07-21
CUST0511,Customer 511,Premium,44,South,Augsburg,2018-01-11
CUST0512,Customer 512,Premium,46,East,Dresden,2020-07-10
CUST0513,Customer 513,Student,44,North,Hamburg-Nord,2018-09-14
CUST0514,Customer 514,Student,18,South,Munich-South,2019-05-26
CUST0515,Customer 515,Business,35,North,Hamburg-Mitte,2021-09-17
CUST0516,Customer 516,Student,29,East,Dresden,2017-10-12
CUST0517,Customer 517,Retail,75,South,Munich-South,2019-11-15
CUST0518,Customer 518,Retail,29,Central,Nuremberg,2017-05-28
CUST0519,Customer 519,Retail,29,North,Hamburg-Nord,2021-01-21
CUST0520,Customer 520,Business,47,South,Augsburg,2018-10-02
CUST0521,Customer 521,Student,52,Central,Nuremberg,2017-11-01
CUST0522,Customer 522,Retail,30,West,Cologne-City,2016-09-30
CUST0523,Customer 523,Retail,54,Central,Stuttgart,2016-03-11
CUST0524,Customer 524,Business,32,Central,Nuremberg,2016-08-10
CUST0525,Customer 525,Premium,36,South,Augsburg,2016-07-04
CUST0526,Customer 526,Retail,38,West,Dusseldorf,2019-02-18
CUST0527,Customer 527,Retail,43,North,Bremen-City,2014-05-19
CUST0528,Customer 528,Retail,42,South,Munich-Mitte,2016-10-09
CUST0529,Customer 529,Business,62,West,Frankfurt,2021-07-09
CUST0530,Customer 530,Student,31,Central,Stuttgart,2020-05-02
CUST0531,Customer 531,Premium,25,South,Munich-Mitte,2018-12-16
CUST0532,Customer 532,Business,64,East,Berlin-Mitte,2016-06-30
CUST0533,Customer 533,Business,35,Central,Nuremberg,2020-03-09
CUST0534,Customer 534,Premium,59,West,Frankfurt,2019-11-28
CUST0535,Customer 535,Student,54,East,Berlin-Mitte,2014-06-14
CUST0536,Customer 536,Retail,58,West,Frankfurt,2020-03-27
CUST0537,Customer 537,Business,49,South,Augsburg,2016-01-17
CUST0538,Customer 538,Premium,36,Central,Mannheim,2017-04-15
CUST0539,Customer 539,Premium,49,North,Bremen-City,2021-08-06
CUST0540,Customer 540,Retail,33,Central,Stuttgart,2021-09-02
CUST0541,Customer 541,Premium,46,North,Hamburg-Nord,2015-02-07
CUST0542,Customer 542,Retail,59,West,Cologne-City,2020-12-09
CUST0543,Customer 543,Student,22,North,Bremen-City,2015-01-09
CUST0544,Customer 544,Business,35,Central,Nuremberg,2018-06-27
CUST0545,Customer 545,Business,42,East,Dresden,2015-01-19
CUST0546,Customer 546,Business,46,West,Cologne-City,2021-03-29
CUST0547,Customer 547,Business,75,North,Bremen-City,2017-05-12
CUST0548,Customer 548,Retail,71,Central,Mannheim,2016-08-31
CUST0549,Customer 549,Premium,71,Central,Stuttgart,2013-12-04
CUST0550,Customer 550,Retail,52,North,Hamburg-Mitte,2014-02-10
CUST0551,Customer 551,Retail,52,West,Frankfurt,2015-07-03
CUST0552,Customer 552,Business,40,East,Berlin-East,2020-08-12
CUST0553,Customer 553,Retail,66,South,Munich-Mitte,2020-11-28
CUST0554,Customer 554,Student,22,East,Dresden,2017-09-22
CUST0555,Customer 555,Business,72,Central,Nuremberg,2015-12-27
CUST0556,Customer 556,Student,30,Central,Mannheim,2021-06-14
CUST0557,Customer 557,Premium,37,West,Cologne-City,2014-03-17
CUST0558,Customer 558,Premium,71,South,Munich-Mitte,2017-04-27
CUST0559,Customer 559,Retail,58,North,Hamburg-Nord,2017-06-17
CUST0560,Customer 560,Retail,62,West,Frankfurt,2019-04-25
CUST0561,Customer 561,Retail,62,North,Bremen-City,2015-12-23
CUST0562,Customer 562,Business,56,West,Cologne-City,2017-12-11
CUST0563,Customer 563,Business,25,South,Augsburg,2017-11-08
CUST0564,Customer 564,Premium,63,East,Berlin-East,2020-02-15
CUST0565,Customer 565,Premium,57,Central,Mannheim,2017-01-15
CUST0566,Customer 566,Retail,68,Central,Mannheim,2013-12-01
CUST0567,Customer 567,Student,74,South,Munich-Mitte,2021-06-21
CUST0568,Customer 568,Premium,37,East,Berlin-East,2021-05-10
CUST0569,Customer 569,Student,25,South,Munich-South,2020-11-20
CUST0570,Customer 570,Retail,28,West,Cologne-City,2019-11-10
CUST0571,Customer 571,Retail,55,Central,Nuremberg,2021-11-09
CUST0572,Customer 572,Business,22,North,Bremen-City,2021-10-19
CUST0573,Customer 573,Retail,60,West,Frankfurt,2014-03-28
CUST0574,Customer 574,Business,29,West,Cologne-City,2021-09-09
CUST0575,Customer 575,Retail,67,North,Hamburg-Nord,2014-10-28
CUST0576,Customer 576,Retail,26,Central,Nuremberg,2016-08-26
CUST0577,Customer 577,Business,33,West,Frankfurt,2019-08-31
CUST0578,Customer 578,Retail,29,West,Dusseldorf,2014-02-08
CUST0579,Customer 579,Retail,61,North,Hamburg-Nord,2019-12-19
CUST0580,Customer 580,Premium,40,Central,Stuttgart,2019-01-07
CUST0581,Customer 581,Premium,43,Central,Mannheim,2017-11-06
CUST0582,Customer 582,Premium,73,Central,Nuremberg,2020-07-20
CUST0583,Customer 583,Student,33,North,Bremen-City,2015-08-28
CUST0584,Customer 584,Retail,68,West,Cologne-City,2021-01-30
CUST0585,Customer 585,Business,28,Central,Mannheim,2016-11-10
CUST0586,Customer 586,Business,22,Central,Mannheim,2018-10-09
CUST0587,Customer 587,Premium,19,South,Augsburg,2013-11-23
CUST0588,Customer 588,Student,55,Central,Mannheim,2020-04-01
CUST0589,Customer 589,Student,30,West,Cologne-City,2018-07-12
CUST0590,Customer 590,Business,55,North,Hamburg-Mitte,2014-07-11
CUST0591,Customer 591,Business,73,North,Bremen-City,2014-04-25
CUST0592,Customer 592,Business,66,West,Frankfurt,2020-02-19
CUST0593,Customer 593,Retail,74,West,Dusseldorf,2020-06-08
CUST0594,Customer 594,Premium,54,West,Cologne-City,2018-04-01
CUST0595,Customer 595,Student,69,West,Dusseldorf,2019-07-10
CUST0596,Customer 596,Student,60,North,Hamburg-Mitte,2019-05-26
CUST0597,Customer 597,Business,58,South,Augsburg,2015-04-16
CUST0598,Customer 598,Student,33,South,Munich-South,2015-11-20
CUST0599,Customer 599,Retail,18,South,Augsburg,2019-10-05
CUST0600,Customer 600,Retail,68,East,Dresden,2021-03-18
CUST0601,Customer 601,Student,58,South,Augsburg,2017-04-17
CUST0602,Customer 602,Retail,62,North,Bremen-City,2013-11-29
CUST0603,Customer 603,Retail,24,East,Dresden,2018-07-30
CUST0604,Customer 604,Business,23,West,Frankfurt,2014-04-18
CUST0605,Customer 605,Student,40,North,Hamburg-Nord,2013-11-19
CUST0606,Customer 606,Retail,36,East,Berlin-East,2021-09-17
CUST0607,Customer 607,Premium,31,Central,Mannheim,2015-01-10
CUST0608,Customer 608,Retail,41,Central,Stuttgart,2021-07-29
CUST0609,Customer 609,Student,64,Central,Stuttgart,2021-03-22
CUST0610,Customer 610,Student,56,Central,Stuttgart,2021-10-27
CUST0611,Customer 611,Student,37,East,Berlin-East,2021-10-14
CUST0612,Customer 612,Business,43,North,Bremen-City,2019-07-05
CUST0613,Customer 613,Retail,67,South,Munich-South,2018-04-25
CUST0614,Customer 614,Retail,25,South,Augsburg,2013-11-26
CUST0615,Customer 615,Premium,35,Central,Stuttgart,2018-12-17
CUST0616,Customer 616,Premium,45,Central,Nuremberg,2016-02-06
CUST0617,Customer 617,Business,30,South,Augsburg,2015-02-10
CUST0618,Customer 618,Business,48,West,Frankfurt,2021-11-20
CUST0619,Customer 619,Student,30,West,Dusseldorf,2020-08-30
CUST0620,Customer 620,Retail,62,North,Hamburg-Mitte,2013-12-04
CUST0621,Customer 621,Premium,63,West,Frankfurt,2017-05-29
CUST0622,Customer 622,Retail,20,East,Berlin-East,2019-05-14
CUST0623,Customer 623,Premium,74,South,Munich-South,2019-07-02
CUST0624,Customer 624,Student,42,East,Dresden,2018-08-20
CUST0625,Customer 625,Premium,41,East,Berlin-East,2016-01-23
CUST0626,Customer 626,Business,74,East,Berlin-Mitte,2016-12-02
CUST0627,Customer 627,Student,70,West,Dusseldorf,2014-02-22
CUST0628,Customer 628,Premium,59,East,Berlin-Mitte,2017-08-09
CUST0629,Customer 629,Business,55,East,Berlin-Mitte,2017-07-25
CUST0630,Customer 630,Business,44,Central,Nuremberg,2017-01-29
CUST0631,Customer 631,Business,65,East,Dresden,2016-11-03
CUST0632,Customer 632,Business,32,East,Berlin-Mitte,2021-09-16
CUST0633,Customer 633,Premium,73,North,Hamburg-Mitte,2021-04-10
CUST0634,Customer 634,Student,43,Central,Nuremberg,2017-01-23
CUST0635,Customer 635,Business,47,West,Dusseldorf,2020-07-02
CUST0636,Customer 636,Student,75,Central,Nuremberg,2019-04-10
CUST0637,Customer 637,Retail,63,South,Augsburg,2017-05-09
CUST0638,Customer 638,Retail,29,South,Augsburg,2019-08-29
CUST0639,Customer 639,Business,67,Central,Mannheim,2018-06-19
CUST0640,Customer 640,Retail,54,West,Cologne-City,2021-11-07
CUST0641,Customer 641,Premium,54,East,Dresden,2014-02-17
CUST0642,Customer 642,Student,73,West,Cologne-City,2015-03-12
CUST0643,Customer 643,Student,39,South,Munich-South,2020-11-22
CUST0644,Customer 644,Retail,22,Central,Mannheim,2017-02-13
CUST0645,Customer 645,Student,56,South,Augsburg,2018-11-20
CUST0646,Customer 646,Retail,69,East,Dresden,2020-10-09
CUST0647,Customer 647,Retail,67,East,Berlin-Mitte,2014-02-19
CUST0648,Customer 648,Student,28,East,Dresden,2017-06-06
CUST0649,Customer 649,Student,70,Central,Mannheim,2020-03-12
CUST0650,Customer 650,Retail,44,Central,Stuttgart,2016-02-17
CUST0651,Customer 651,Student,56,Central,Stuttgart,2018-09-05
CUST0652,Customer 652,Retail,60,Central,Nuremberg,2016-09-03
CUST0653,Customer 653,Premium,21,West,Dusseldorf,2021-05-30
CUST0654,Customer 654,Premium,53,West,Dusseldorf,2015-05-18
CUST0655,Customer 655,Business,53,South,Augsburg,2016-05-14
CUST0656,Customer 656,Business,50,Central,Stuttgart,2019-12-29
CUST0657,Customer 657,Retail,28,North,Hamburg-Mitte,2019-04-14
CUST0658,Customer 658,Student,39,North,Bremen-City,2020-03-24
CUST0659,Customer 659,Retail,73,East,Berlin-Mitte,2015-01-10
CUST0660,Customer 660,Business,26,Central,Nuremberg,2014-10-17
CUST0661,Customer 661,Business,26,South,Augsburg,2015-06-12
CUST0662,Customer 662,Retail,49,East,Berlin-East,2014-09-10
CUST0663,Customer 663,Premium,18,East,Berlin-East,2014-01-27
CUST0664,Customer 664,Business,19,East,Berlin-Mitte,2016-03-14
CUST0665,Customer 665,Retail,75,West,Dusseldorf,2013-11-18
CUST0666,Customer 666,Student,27,East,Berlin-East,2021-09-07
CUST0667,Customer 667,Retail,71,Central,Nuremberg,2020-01-05
CUST0668,Customer 668,Retail,67,North,Hamburg-Mitte,2013-11-29
CUST0669,Customer 669,Business,64,East,Berlin-Mitte,2020-12-16
CUST0670,Customer 670,Business,73,East,Berlin-Mitte,2018-11-08
CUST0671,Customer 671,Business,22,South,Munich-Mitte,2020-01-11
CUST0672,Customer 672,Student,55,Central,Nuremberg,2019-01-02
CUST0673,Customer 673,Premium,53,North,Bremen-City,2017-12-14
CUST0674,Customer 674,Premium,74,Central,Mannheim,2013-11-21
CUST0675,Customer 675,Business,42,West,Frankfurt,2018-03-17
CUST0676,Customer 676,Premium,52,West,Frankfurt,2021-03-18
CUST0677,Customer 677,Business,41,Central,Mannheim,2020-12-09
CUST0678,Customer 678,Student,21,North,Bremen-City,2016-03-06
CUST0679,Customer 679,Retail,55,South,Munich-South,2019-12-28
CUST0680,Customer 680,Retail,35,North,Bremen-City,2017-04-27
CUST0681,Customer 681,Student,69,Central,Stuttgart,2017-12-04
CUST0682,Customer 682,Business,73,Central,Nuremberg,2014-06-13
CUST0683,Customer 683,Business,51,West,Dusseldorf,2017-04-02
CUST0684,Customer 684,Student,59,South,Munich-Mitte,2020-11-15
CUST0685,Customer 685,Retail,21,Central,Nuremberg,2016-11-11
CUST0686,Customer 686,Business,37,South,Augsburg,2021-05-18
CUST0687,Customer 687,Premium,32,North,Hamburg-Mitte,2021-07-26
CUST0688,Customer 688,Business,50,Central,Nuremberg,2017-11-20
CUST0689,Customer 689,Premium,65,West,Dusseldorf,2015-06-25
CUST0690,Customer 690,Business,65,West,Dusseldorf,2016-08-24
CUST0691,Customer 691,Student,52,South,Munich-Mitte,2016-01-23
CUST0692,Customer 692,Retail,68,West,Cologne-City,2014-07-23
CUST0693,Customer 693,Business,45,West,Cologne-City,2019-01-01
CUST0694,Customer 694,Business,68,South,Augsburg,2016-07-14
CUST0695,Customer 695,Student,72,South,Augsburg,2021-08-01
CUST0696,Customer 696,Retail,44,South,Munich-Mitte,2020-07-21
CUST0697,Customer 697,Premium,58,South,Munich-South,2017-08-22
CUST0698,Customer 698,Student,66,Central,Nuremberg,2018-02-20
CUST0699,Customer 699,Retail,49,East,Berlin-East,2021-05-20
CUST0700,Customer 700,Student,65,West,Cologne-City,2014-03-11
CUST0701,Customer 701,Business,51,South,Augsburg,2021-05-09
CUST0702,Customer 702,Premium,54,East,Berlin-Mitte,2019-07-04
CUST0703,Customer 703,Premium,43,West,Cologne-City,2015-07-17
CUST0704,Customer 704,Premium,72,East,Berlin-Mitte,2018-07-28
CUST0705,Customer 705,Retail,24,South,Munich-Mitte,2016-10-29
CUST0706,Customer 706,Business,64,East,Dresden,2016-04-19
CUST0707,Customer 707,Retail,35,North,Hamburg-Nord,2014-05-24
CUST0708,Customer 708,Retail,58,Central,Stuttgart,2021-03-16
CUST0709,Customer 709,Business,19,South,Munich-South,2016-03-20
CUST0710,Customer 710,Retail,33,South,Munich-South,2021-01-29
CUST0711,Customer 711,Student,51,West,Frankfurt,2021-01-19
CUST0712,Customer 712,Retail,54,North,Hamburg-Nord,2019-07-08
CUST0713,Customer 713,Retail,39,East,Dresden,2014-09-14
CUST0714,Customer 714,Retail,53,Central,Nuremberg,2018-04-22
CUST0715,Customer 715,Business,21,West,Cologne-City,2016-08-05
CUST0716,Customer 716,Student,58,West,Dusseldorf,2018-09-13
CUST0717,Customer 717,Business,68,Central,Stuttgart,2020-03-07
CUST0718,Customer 718,Business,60,Central,Mannheim,2017-05-23
CUST0719,Customer 719,Student,40,East,Berlin-Mitte,2020-09-24
CUST0720,Customer 720,Premium,69,West,Frankfurt,2020-02-21
CUST0721,Customer 721,Premium,60,West,Frankfurt,2015-10-23
CUST0722,Customer 722,Retail,70,East,Berlin-Mitte,2016-03-01
CUST0723,Customer 723,Retail,60,South,Munich-South,2017-01-27
CUST0724,Customer 724,Student,59,West,Dusseldorf,2014-12-15
CUST0725,Customer 725,Student,50,North,Bremen-City,2020-01-02
CUST0726,Customer 726,Student,29,West,Frankfurt,2019-09-01
CUST0727,Customer 727,Premium,26,Central,Nuremberg,2021-04-20
CUST0728,Customer 728,Business,65,Central,Stuttgart,2016-05-06
CUST0729,Customer 729,Retail,60,East,Berlin-Mitte,2017-06-15
CUST0730,Customer 730,Retail,53,Central,Mannheim,2015-08-18
CUST0731,Customer 731,Student,40,South,Munich-Mitte,2013-11-14
CUST0732,Customer 732,Retail,28,South,Augsburg,2017-11-05
CUST0733,Customer 733,Business,38,South,Munich-South,2019-12-12
CUST0734,Customer 734,Business,47,Central,Nuremberg,2018-03-25
CUST0735,Customer 735,Student,31,Central,Nuremberg,2018-12-14
CUST0736,Customer 736,Retail,56,North,Hamburg-Mitte,2020-11-27
CUST0737,Customer 737,Business,21,West,Frankfurt,2018-04-07
CUST0738,Customer 738,Business,63,Central,Nuremberg,2019-01-31
CUST0739,Customer 739,Business,24,West,Cologne-City,2019-07-03
CUST0740,Customer 740,Premium,68,North,Hamburg-Nord,2018-12-16
CUST0741,Customer 741,Business,55,Central,Mannheim,2016-08-20
CUST0742,Customer 742,Business,67,South,Munich-South,2016-02-05
CUST0743,Customer 743,Business,40,East,Berlin-East,2013-11-29
CUST0744,Customer 744,Business,58,South,Augsburg,2017-03-04
CUST0745,Customer 745,Business,59,East,Berlin-East,2020-12-30
CUST0746,Customer 746,Premium,47,East,Berlin-East,2021-07-15
CUST0747,Customer 747,Business,74,West,Frankfurt,2016-12-13
CUST0748,Customer 748,Business,45,South,Munich-South,2019-11-25
CUST0749,Customer 749,Premium,20,West,Cologne-City,2016-08-27
CUST0750,Customer 750,Student,50,North,Hamburg-Nord,2021-05-07
CUST0751,Customer 751,Premium,42,Central,Nuremberg,2021-02-24
CUST0752,Customer 752,Student,75,East,Berlin-Mitte,2020-05-23
CUST0753,Customer 753,Retail,28,West,Frankfurt,2021-10-21
CUST0754,Customer 754,Retail,61,West,Cologne-City,2021-06-15
CUST0755,Customer 755,Student,46,East,Berlin-East,2018-10-03
CUST0756,Customer 756,Premium,75,West,Frankfurt,2016-12-20
CUST0757,Customer 757,Retail,47,Central,Nuremberg,2014-01-25
CUST0758,Customer 758,Retail,62,North,Hamburg-Nord,2014-07-22
CUST0759,Customer 759,Student,65,East,Dresden,2017-05-19
CUST0760,Customer 760,Retail,47,South,Munich-South,2018-12-26
CUST0761,Customer 761,Retail,31,North,Hamburg-Nord,2017-10-30
CUST0762,Customer 762,Student,29,South,Munich-Mitte,2015-10-16
CUST0763,Customer 763,Retail,56,Central,Nuremberg,2018-07-19
CUST0764,Customer 764,Premium,75,North,Hamburg-Mitte,2016-04-01
CUST0765,Customer 765,Business,60,East,Berlin-Mitte,2018-10-16
CUST0766,Customer 766,Premium,39,South,Augsburg,2014-06-06
CUST0767,Customer 767,Business,28,North,Hamburg-Nord,2014-01-24
CUST0768,Customer 768,Business,69,East,Berlin-Mitte,2016-02-03
CUST0769,Customer 769,Premium,55,North,Hamburg-Nord,2017-07-28
CUST0770,Customer 770,Retail,65,Central,Stuttgart,2019-07-31
CUST0771,Customer 771,Premium,75,Central,Mannheim,2014-06-21
CUST0772,Customer 772,Student,32,South,Munich-South,2021-11-28
CUST0773,Customer 773,Business,41,Central,Nuremberg,2019-01-25
CUST0774,Customer 774,Student,66,South,Augsburg,2017-08-27
CUST0775,Customer 775,Premium,38,South,Munich-Mitte,2021-04-01
CUST0776,Customer 776,Business,65,East,Berlin-Mitte,2016-04-13
CUST0777,Customer 777,Premium,70,East,Berlin-East,2016-09-11
CUST0778,Customer 778,Business,37,East,Berlin-Mitte,2015-04-02
CUST0779,Customer 779,Premium,24,East,Berlin-East,2016-11-05
CUST0780,Customer 780,Premium,48,West,Frankfurt,2016-12-03
CUST0781,Customer 781,Premium,64,Central,Mannheim,2018-04-10
CUST0782,Customer 782,Retail,28,West,Frankfurt,2021-09-01
CUST0783,Customer 783,Student,55,South,Munich-South,2018-09-19
CUST0784,Customer 784,Retail,56,South,Munich-South,2015-06-09
CUST0785,Customer 785,Student,57,West,Frankfurt,2014-09-10
CUST0786,Customer 786,Retail,40,South,Munich-Mitte,2015-11-26
CUST0787,Customer 787,Premium,48,West,Cologne-City,2014-07-20
CUST0788,Customer 788,Business,28,Central,Nuremberg,2018-12-24
CUST0789,Customer 789,Retail,74,South,Augsburg,2020-03-27
CUST0790,Customer 790,Business,49,Central,Mannheim,2018-01-03
CUST0791,Customer 791,Premium,51,East,Dresden,2014-01-25
CUST0792,Customer 792,Retail,73,West,Cologne-City,2020-11-07
CUST0793,Customer 793,Business,68,West,Cologne-City,2018-05-02
CUST0794,Customer 794,Business,64,South,Munich-Mitte,2019-09-04
CUST0795,Customer 795,Student,68,Central,Stuttgart,2016-06-02
CUST0796,Customer 796,Student,36,North,Hamburg-Nord,2017-11-30
CUST0797,Customer 797,Retail,49,West,Cologne-City,2021-02-08
CUST0798,Customer 798,Retail,46,East,Berlin-Mitte,2015-01-26
CUST0799,Customer 799,Student,37,North,Hamburg-Mitte,2019-03-10
CUST0800,Customer 800,Retail,30,South,Munich-Mitte,2016-08-10
CUST0801,Customer 801,Retail,66,North,Hamburg-Mitte,2021-04-06
CUST0802,Customer 802,Retail,64,Central,Stuttgart,2017-03-12
CUST0803,Customer 803,Business,60,East,Berlin-Mitte,2017-11-10
CUST0804,Customer 804,Business,36,South,Augsburg,2015-07-16
CUST0805,Customer 805,Student,39,South,Munich-South,2021-07-03
CUST0806,Customer 806,Premium,74,North,Bremen-City,2019-10-28
CUST0807,Customer 807,Business,23,South,Augsburg,2017-09-25
CUST0808,Customer 808,Student,52,Central,Mannheim,2019-05-25
CUST0809,Customer 809,Premium,35,West,Dusseldorf,2013-10-22
CUST0810,Customer 810,Business,43,North,Hamburg-Mitte,2021-06-20
CUST0811,Customer 811,Retail,48,East,Dresden,2016-12-09
CUST0812,Customer 812,Business,37,South,Munich-South,2014-07-29
CUST0813,Customer 813,Retail,24,Central,Mannheim,2015-05-01
CUST0814,Customer 814,Student,41,East,Berlin-Mitte,2021-02-16
CUST0815,Customer 815,Student,55,North,Bremen-City,2016-09-11
CUST0816,Customer 816,Premium,48,East,Berlin-East,2014-08-20
