account_id,customer_id,product,balance,interest_rate,open_date,status
ACC00918,CUST0462,Investment Fund,95779.4,5.4,2016-08-03,Active
ACC00919,CUST0462,Current Account,7273.84,2.31,2020-10-10,Active
ACC00920,CUST0463,Mortgage,52435.27,5.0,2018-08-28,Active
ACC00921,CUST0463,Personal Loan,228413.49,1.06,2015-07-15,Active
ACC00922,CUST0463,Current Account,159291.74,1.05,2017-07-20,Active
ACC00923,CUST0464,Mortgage,120008.94,2.57,2020-09-20,Active
ACC00924,CUST0464,Credit Card,190928.68,4.15,2016-09-15,Dormant
ACC00925,CUST0465,Investment Fund,176653.86,3.89,2021-05-10,Active
ACC00926,CUST0465,Investment Fund,22544.9,3.14,2017-07-30,Active
ACC00927,CUST0466,Credit Card,246488.46,0.11,2019-01-31,Active
ACC00928,CUST0467,Credit Card,178961.73,0.2,2016-02-19,Dormant
ACC00929,CUST0467,Investment Fund,34674.48,0.51,2016-05-27,Active
ACC00930,CUST0468,Credit Card,187840.38,1.57,2021-06-15,Active
ACC00931,CUST0469,Personal Loan,36410.42,3.25,2020-08-28,Active
ACC00932,CUST0469,Personal Loan,10434.32,0.89,2021-04-22,Active
ACC00933,CUST0469,Current Account,134100.95,2.59,2018-06-27,Dormant
ACC00934,CUST0470,Mortgage,108122.38,0.99,2019-05-07,Active
ACC00935,CUST0470,Personal Loan,125001.28,4.86,2018-10-19,Active
ACC00936,CUST0471,Investment Fund,75674.74,1.56,2017-04-01,Active
ACC00937,CUST0471,Savings Account,189049.87,5.01,2016-11-30,Dormant
ACC00938,CUST0472,Personal Loan,12085.01,0.05,2016-07-23,Active
ACC00939,CUST0472,Credit Card,47353.55,4.6,2016-01-21,Active
ACC00940,CUST0472,Personal Loan,34040.05,4.9,2020-01-20,Active
ACC00941,CUST0473,Personal Loan,184542.35,1.32,2018-09-27,Active
ACC00942,CUST0474,Investment Fund,123219.45,4.15,2021-11-06,Active
ACC00943,CUST0474,Credit Card,49584.77,3.98,2017-02-13,Active
ACC00944,CUST0474,Mortgage,46533.82,5.19,2021-02-01,Active
ACC00945,CUST0475,Credit Card,244839.28,3.06,2015-10-17,Active
ACC00946,CUST0476,Personal Loan,143666.08,5.49,2017-01-13,Active
ACC00947,CUST0477,Current Account,26858.79,0.64,2015-04-20,Dormant
ACC00948,CUST0477,Investment Fund,78072.16,2.78,2017-07-04,Active
ACC00949,CUST0478,Current Account,213078.88,3.39,2017-06-05,Active
ACC00950,CUST0479,Credit Card,98848.42,1.53,2020-07-18,Active
ACC00951,CUST0479,Credit Card,53000.59,4.72,2020-07-20,Active
ACC00952,CUST0479,Savings Account,124681.36,0.03,2016-10-07,Active
ACC00953,CUST0480,Mortgage,89575.43,2.27,2020-06-01,Active
ACC00954,CUST0480,Investment Fund,184243.16,3.87,2017-01-02,Active
ACC00955,CUST0480,Credit Card,52292.34,2.26,2017-06-21,Active
ACC00956,CUST0481,Savings Account,68279.03,0.81,2021-05-06,Active
ACC00957,CUST0482,Savings Account,157369.34,2.62,2015-05-22,Active
ACC00958,CUST0482,Savings Account,87916.77,4.61,2019-10-18,Active
ACC00959,CUST0482,Personal Loan,24947.57,0.9,2019-12-27,Active
ACC00960,CUST0483,Credit Card,154881.98,4.96,2019-08-10,Active
ACC00961,CUST0483,Current Account,164232.58,3.59,2016-10-11,Dormant
ACC00962,CUST0484,Mortgage,1725.9,0.63,2016-09-16,Active
ACC00963,CUST0485,Current Account,229493.98,5.01,2021-10-13,Active
ACC00964,CUST0485,Investment Fund,28916.2,4.39,2017-08-23,Active
ACC00965,CUST0485,Personal Loan,28653.55,5.44,2018-12-19,Active
ACC00966,CUST0486,Current Account,141417.51,1.97,2019-10-02,Active
ACC00967,CUST0487,Investment Fund,160458.24,2.39,2020-04-11,Active
ACC00968,CUST0487,Credit Card,191667.48,5.25,2019-05-02,Dormant
ACC00969,CUST0488,Investment Fund,230490.52,0.39,2021-03-07,Active
ACC00970,CUST0489,Investment Fund,45530.03,5.38,2018-02-22,Active
ACC00971,CUST0489,Savings Account,24885.52,4.67,2019-10-08,Active
ACC00972,CUST0489,Savings Account,4943.31,1.38,2018-12-16,Active
ACC00973,CUST0490,Mortgage,199724.35,5.16,2016-03-06,Active
ACC00974,CUST0490,Savings Account,198369.28,0.77,2018-09-19,Dormant
ACC00975,CUST0490,Credit Card,88863.16,2.85,2021-09-04,Active
ACC00976,CUST0491,Current Account,10367.49,1.26,2018-10-07,Active
ACC00977,CUST0491,Mortgage,66805.45,0.26,2018-09-27,Active
ACC00978,CUST0492,Savings Account,103580.9,3.68,2020-01-20,Dormant
ACC00979,CUST0493,Personal Loan,84615.43,5.28,2018-06-23,Active
ACC00980,CUST0493,Personal Loan,78065.67,1.88,2015-11-18,Active
ACC00981,CUST0494,Investment Fund,43293.17,2.46,2021-05-16,Active
ACC00982,CUST0494,Investment Fund,60963.36,5.2,2015-08-02,Active
ACC00983,CUST0495,Mortgage,57539.6,4.44,2019-07-06,Active
ACC00984,CUST0495,Personal Loan,176538.98,5.01,2016-03-28,Active
ACC00985,CUST0495,Current Account,93495.69,2.41,2017-07-04,Active
ACC00986,CUST0496,Investment Fund,5860.65,5.13,2015-05-31,Active
ACC00987,CUST0496,Current Account,208584.44,1.12,2019-10-03,Active
ACC00988,CUST0496,Savings Account,156102.24,1.03,2016-04-21,Dormant
ACC00989,CUST0497,Investment Fund,68605.37,1.0,2016-03-15,Active
ACC00990,CUST0497,Mortgage,98890.49,0.53,2019-12-25,Active
ACC00991,CUST0497,Credit Card,194793.93,1.18,2017-01-17,Active
ACC00992,CUST0498,Credit Card,86216.1,2.71,2021-08-19,Active
ACC00993,CUST0498,Mortgage,245675.24,4.74,2016-03-25,Active
ACC00994,CUST0499,Investment Fund,237311.87,3.16,2019-04-18,Active
ACC00995,CUST0499,Savings Account,244225.68,5.28,2015-05-09,Active
ACC00996,CUST0499,Current Account,94946.05,3.11,2021-01-03,Dormant
ACC00997,CUST0500,Current Account,202183.27,3.65,2020-11-03,Active
ACC00998,CUST0500,Current Account,83447.11,1.74,2021-03-08,Dormant
ACC00999,CUST0501,Investment Fund,248693.6,1.33,2020-09-14,Active
ACC01000,CUST0501,Personal Loan,36514.47,0.67,2021-06-05,Active
ACC01001,CUST0501,Mortgage,132849.48,0.43,2020-10-20,Active
ACC01002,CUST0502,Personal Loan,155.33,1.78,2019-09-15,Active
ACC01003,CUST0503,Savings Account,51096.04,0.73,2021-08-08,Active
ACC01004,CUST0503,Credit Card,522.67,3.82,2017-04-13,Active
ACC01005,CUST0504,Investment Fund,139339.29,2.95,2019-07-15,Active
ACC01006,CUST0504,Credit Card,144561.94,2.12,2019-01-10,Dormant
ACC01007,CUST0504,Mortgage,156994.69,3.12,2019-03-01,Active
ACC01008,CUST0505,Current Account,158615.94,0.46,2018-12-27,Active
ACC01009,CUST0505,Savings Account,206496.11,4.65,2016-07-04,Active
ACC01010,CUST0505,Personal Loan,175846.17,0.56,2018-09-25,Active
ACC01011,CUST0506,Current Account,246558.45,0.17,2020-03-15,Active
ACC01012,CUST0506,Savings Account,180131.99,4.11,2018-01-22,Active
ACC01013,CUST0507,Credit Card,129090.29,0.79,2021-07-29,Active
ACC01014,CUST0507,Investment Fund,66511.98,2.14,2021-10-08,Active
ACC01015,CUST0507,Mortgage,220913.96,3.76,2020-12-05,Active
ACC01016,CUST0508,Current Account,85565.4,2.28,2018-11-23,Active
ACC01017,CUST0508,Mortgage,112843.99,1.86,2020-01-20,Active
ACC01018,CUST0508,Mortgage,171760.01,2.42,2015-03-24,Active
ACC01019,CUST0509,Mortgage,198391.73,1.55,2019-04-03,Active
ACC01020,CUST0509,Investment Fund,210356.49,3.76,2017-01-26,Active
ACC01021,CUST0509,Personal Loan,88067.69,1.3,2016-05-21,Active
ACC01022,CUST0510,Credit Card,171566.04,2.75,2015-04-19,Active
ACC01023,CUST0511,Savings Account,81291.26,0.0,2019-06-02,Active
ACC01024,CUST0512,Savings Account,106378.3,1.8,2018-01-07,Active
ACC01025,CUST0512,Investment Fund,65025.37,0.98,2016-07-23,Active
ACC01026,CUST0512,Mortgage,243638.6,0.69,2021-05-04,Active
ACC01027,CUST0513,Mortgage,209175.18,5.02,2018-12-04,Active
ACC01028,CUST0513,Savings Account,118136.72,3.47,2016-08-24,Active
ACC01029,CUST0513,Investment Fund,128994.85,4.73,2016-10-28,Active
ACC01030,CUST0514,Credit Card,159495.88,0.22,2021-08-31,Active
ACC01031,CUST0514,Savings Account,67926.13,4.65,2016-11-16,Active
ACC01032,CUST0515,Mortgage,162389.38,4.98,2017-02-23,Active
ACC01033,CUST0516,Mortgage,157680.91,0.17,2017-11-25,Active
ACC01034,CUST0516,Savings Account,235542.28,1.39,2021-04-04,Active
ACC01035,CUST0517,Credit Card,187902.04,4.82,2018-01-02,Active
ACC01036,CUST0517,Current Account,22426.96,2.02,2021-07-17,Active
ACC01037,CUST0517,Investment Fund,80983.06,0.51,2016-07-19,Active
ACC01038,CUST0518,Current Account,108643.58,4.25,2015-07-05,Active
ACC01039,CUST0518,Investment Fund,88413.21,1.58,2015-05-20,Active
ACC01040,CUST0518,Current Account,71508.07,3.75,2021-03-03,Active
ACC01041,CUST0519,Credit Card,168615.87,2.18,2017-08-10,Dormant
ACC01042,CUST0519,Current Account,61158.81,5.47,2018-09-04,Active
ACC01043,CUST0519,Personal Loan,107690.79,5.13,2019-12-18,Active
ACC01044,CUST0520,Savings Account,191261.14,4.69,2015-04-14,Active
ACC01045,CUST0520,Investment Fund,100178.92,1.51,2017-09-09,Active
ACC01046,CUST0521,Credit Card,128349.18,1.85,2019-08-10,Active
ACC01047,CUST0522,Current Account,186272.69,1.73,2019-09-28,Active
ACC01048,CUST0522,Current Account,236489.98,3.61,2021-06-28,Active
ACC01049,CUST0522,Credit Card,240571.93,0.67,2016-12-24,Active
ACC01050,CUST0523,Investment Fund,224014.77,0.49,2016-11-22,Active
ACC01051,CUST0524,Savings Account,54283.96,2.29,2018-04-15,Active
ACC01052,CUST0524,Current Account,235218.84,4.41,2019-06-22,Active
ACC01053,CUST0524,Current Account,202200.53,0.87,2015-08-30,Active
ACC01054,CUST0525,Personal Loan,81495.64,0.0,2020-05-30,Active
ACC01055,CUST0525,Credit Card,60216.93,3.04,2017-03-08,Active
ACC01056,CUST0525,Personal Loan,177302.77,3.71,2017-12-16,Active
ACC01057,CUST0526,Current Account,170278.72,0.45,2015-12-17,Active
ACC01058,CUST0526,Mortgage,104474.76,0.66,2017-12-05,Active
ACC01059,CUST0526,Current Account,189334.07,5.38,2018-12-01,Dormant
ACC01060,CUST0527,Investment Fund,31269.88,0.84,2020-05-16,Active
ACC01061,CUST0527,Personal Loan,116700.28,3.22,2021-11-02,Active
ACC01062,CUST0527,Mortgage,223345.43,2.43,2020-12-31,Active
ACC01063,CUST0528,Investment Fund,22268.51,1.88,2017-05-03,Active
ACC01064,CUST0528,Savings Account,57494.47,2.86,2017-06-25,Active
ACC01065,CUST0528,Personal Loan,138720.62,4.17,2015-11-27,Active
ACC01066,CUST0529,Investment Fund,10499.68,3.55,2020-10-12,Active
ACC01067,CUST0529,Investment Fund,195421.39,4.47,2015-05-15,Active
ACC01068,CUST0529,Savings Account,129427.23,1.99,2021-10-21,Active
ACC01069,CUST0530,Savings Account,70769.26,5.26,2021-07-10,Active
ACC01070,CUST0530,Credit Card,166600.15,4.97,2018-01-20,Active
ACC01071,CUST0531,Personal Loan,15110.07,4.89,2021-09-15,Active
ACC01072,CUST0531,Investment Fund,169293.16,3.97,2015-07-11,Dormant
ACC01073,CUST0532,Credit Card,190102.34,2.51,2016-02-26,Dormant
ACC01074,CUST0532,Personal Loan,120096.94,0.59,2017-09-22,Active
ACC01075,CUST0532,Mortgage,40837.74,0.21,2019-12-23,Active
ACC01076,CUST0533,Current Account,119073.84,1.61,2018-04-27,Active
ACC01077,CUST0534,Current Account,92903.78,1.13,2016-11-25,Active
ACC01078,CUST0534,Investment Fund,35272.21,4.43,2020-07-31,Active
ACC01079,CUST0534,Personal Loan,181772.06,2.22,2021-04-26,Active
ACC01080,CUST0535,Personal Loan,86315.06,3.63,2016-06-13,Active
ACC01081,CUST0535,Mortgage,175078.02,1.27,2019-01-20,Active
ACC01082,CUST0536,Credit Card,2079.0,2.33,2017-04-01,Active
ACC01083,CUST0536,Investment Fund,78585.93,3.28,2020-12-22,Active
ACC01084,CUST0537,Current Account,198972.38,2.71,2019-11-28,Active
ACC01085,CUST0537,Mortgage,186762.82,3.38,2020-01-18,Active
ACC01086,CUST0538,Personal Loan,226104.9,3.52,2016-11-01,Active
ACC01087,CUST0538,Savings Account,174063.76,2.61,2019-03-21,Active
ACC01088,CUST0539,Credit Card,45954.44,4.66,2018-03-16,Active
ACC01089,CUST0539,Personal Loan,214261.82,2.04,2016-01-15,Active
ACC01090,CUST0540,Personal Loan,70125.56,4.22,2021-08-15,Active
ACC01091,CUST0541,Current Account,201365.33,2.42,2015-09-10,Active
ACC01092,CUST0542,Credit Card,196469.81,3.88,2016-04-30,Active
ACC01093,CUST0543,Current Account,191662.43,2.27,2020-05-28,Active
ACC01094,CUST0543,Personal Loan,58977.93,4.2,2021-06-25,Active
ACC01095,CUST0543,Credit Card,218061.27,0.57,2017-04-07,Active
ACC01096,CUST0544,Investment Fund,42540.96,4.27,2017-10-28,Active
ACC01097,CUST0544,Credit Card,58585.07,5.29,2015-11-13,Active
ACC01098,CUST0544,Mortgage,31798.38,0.44,2021-11-06,Active
ACC01099,CUST0545,Savings Account,159686.27,1.92,2020-05-26,Active
ACC01100,CUST0546,Savings Account,213891.06,3.52,2021-10-28,Active
ACC01101,CUST0547,Mortgage,53469.08,5.39,2017-08-04,Active
ACC01102,CUST0548,Current Account,248484.56,0.34,2016-01-29,Active
ACC01103,CUST0548,Credit Card,180009.41,2.16,2019-02-18,Active
ACC01104,CUST0548,Savings Account,199161.94,2.95,2020-07-22,Active
ACC01105,CUST0549,Personal Loan,134023.62,1.49,2017-08-04,Active
ACC01106,CUST0549,Current Account,230551.08,2.61,2016-09-02,Active
ACC01107,CUST0550,Investment Fund,56915.3,1.22,2017-03-13,Active
ACC01108,CUST0550,Mortgage,103660.73,4.74,2015-03-05,Dormant
ACC01109,CUST0550,Investment Fund,167456.91,4.42,2015-06-11,Active
ACC01110,CUST0551,Personal Loan,83937.79,0.78,2016-04-08,Dormant
ACC01111,CUST0552,Personal Loan,96876.65,4.17,2015-08-16,Dormant
ACC01112,CUST0552,Mortgage,197324.83,1.53,2018-11-15,Active
ACC01113,CUST0552,Investment Fund,163272.44,4.57,2017-08-20,Active
ACC01114,CUST0553,Personal Loan,108296.15,4.54,2021-10-25,Active
ACC01115,CUST0553,Personal Loan,237152.21,1.69,2016-01-05,Active
ACC01116,CUST0554,Current Account,84434.87,1.65,2020-09-25,Active
ACC01117,CUST0555,Investment Fund,82028.87,0.33,2019-12-29,Active
ACC01118,CUST0556,Current Account,118267.52,4.22,2021-08-07,Active
ACC01119,CUST0556,Personal Loan,77098.03,4.68,2016-08-13,Active
ACC01120,CUST0556,Personal Loan,106449.98,2.7,2016-03-10,Active
ACC01121,CUST0557,Current Account,195944.0,0.35,2015-09-13,Active
ACC01122,CUST0557,Credit Card,8919.53,3.99,2015-04-08,Active
ACC01123,CUST0558,Current Account,31390.45,0.13,2020-01-06,Dormant
ACC01124,CUST0558,Investment Fund,44486.92,2.16,2019-05-01,Active
ACC01125,CUST0558,Savings Account,193907.55,4.76,2016-11-05,Active
ACC01126,CUST0559,Credit Card,86335.98,3.91,2016-12-06,Active
ACC01127,CUST0559,Investment Fund,201372.44,0.68,2021-07-11,Active
ACC01128,CUST0560,Credit Card,36070.74,5.0,2021-02-24,Active
ACC01129,CUST0560,Personal Loan,67517.69,2.22,2019-03-12,Active
ACC01130,CUST0561,Personal Loan,72961.66,2.58,2021-01-09,Active
ACC01131,CUST0561,Current Account,29602.94,5.47,2015-07-09,Active
ACC01132,CUST0561,Mortgage,168122.42,1.83,2018-06-10,Active
ACC01133,CUST0562,Credit Card,156113.79,4.88,2021-11-07,Active
ACC01134,CUST0562,Investment Fund,129217.4,2.65,2020-01-10,Active
ACC01135,CUST0563,Mortgage,145562.5,0.8,2016-07-30,Active
ACC01136,CUST0563,Savings Account,91149.96,1.16,2016-12-03,Dormant
ACC01137,CUST0564,Current Account,131381.43,2.59,2020-03-20,Active
ACC01138,CUST0564,Personal Loan,117460.29,1.33,2018-10-04,Active
ACC01139,CUST0565,Current Account,11618.09,1.54,2019-10-07,Active
ACC01140,CUST0565,Personal Loan,191475.05,2.68,2016-11-10,Dormant
ACC01141,CUST0566,Current Account,26009.92,0.94,2018-06-28,Active
ACC01142,CUST0567,Mortgage,211272.76,4.34,2016-11-05,Active
ACC01143,CUST0568,Savings Account,55169.0,3.6,2020-09-14,Active
ACC01144,CUST0568,Personal Loan,104147.03,0.78,2019-11-21,Active
ACC01145,CUST0568,Investment Fund,131697.49,4.04,2020-11-01,Active
ACC01146,CUST0569,Mortgage,117533.77,4.29,2018-11-28,Active
ACC01147,CUST0570,Credit Card,146192.91,1.57,2018-12-26,Active
ACC01148,CUST0570,Investment Fund,147268.58,0.1,2018-08-05,Active
ACC01149,CUST0571,Credit Card,221777.89,3.57,2017-03-08,Active
ACC01150,CUST0571,Credit Card,179552.92,4.62,2015-05-30,Active
ACC01151,CUST0571,Personal Loan,221372.64,0.78,2019-06-30,Active
ACC01152,CUST0572,Current Account,9828.26,3.69,2017-05-05,Active
ACC01153,CUST0572,Credit Card,119715.18,2.78,2018-12-05,Active
ACC01154,CUST0573,Mortgage,130130.5,0.55,2019-08-05,Active
ACC01155,CUST0574,Investment Fund,68889.97,3.43,2020-10-09,Active
ACC01156,CUST0574,Investment Fund,92530.77,2.22,2016-06-03,Active
ACC01157,CUST0575,Mortgage,187111.56,3.83,2020-10-16,Dormant
ACC01158,CUST0575,Mortgage,44731.44,4.76,2020-09-28,Active
ACC01159,CUST0576,Investment Fund,154761.11,2.28,2016-09-19,Active
ACC01160,CUST0576,Personal Loan,79366.34,5.17,2015-03-11,Active
ACC01161,CUST0576,Current Account,7917.68,3.05,2015-11-17,Active
ACC01162,CUST0577,Credit Card,202258.59,2.16,2018-11-17,Active
ACC01163,CUST0577,Mortgage,153649.67,5.07,2020-01-24,Active
ACC01164,CUST0578,Mortgage,153978.4,5.08,2019-09-24,Active
ACC01165,CUST0578,Credit Card,204769.81,3.28,2018-11-28,Active
ACC01166,CUST0579,Personal Loan,196825.13,4.08,2016-12-08,Active
ACC01167,CUST0579,Personal Loan,117827.09,2.81,2015-07-02,Active
ACC01168,CUST0580,Mortgage,184997.82,4.61,2020-02-28,Active
ACC01169,CUST0581,Savings Account,135805.64,1.39,2018-02-01,Active
ACC01170,CUST0582,Current Account,183055.14,4.51,2021-12-01,Active
ACC01171,CUST0583,Mortgage,228131.9,3.69,2015-12-01,Active
ACC01172,CUST0583,Current Account,131597.4,1.41,2017-08-20,Active
ACC01173,CUST0583,Investment Fund,63176.6,2.17,2018-03-24,Active
ACC01174,CUST0584,Current Account,40353.31,3.42,2016-03-11,Active
ACC01175,CUST0585,Mortgage,173312.75,3.17,2015-03-02,Active
ACC01176,CUST0586,Investment Fund,136432.04,4.9,2020-08-10,Active
ACC01177,CUST0587,Credit Card,103418.91,1.15,2016-06-28,Active
ACC01178,CUST0587,Personal Loan,172318.08,3.62,2016-11-04,Active
ACC01179,CUST0588,Savings Account,124097.57,5.4,2016-03-11,Dormant
ACC01180,CUST0588,Personal Loan,224623.19,3.13,2017-10-06,Active
ACC01181,CUST0589,Investment Fund,241085.7,3.61,2021-10-19,Active
ACC01182,CUST0589,Credit Card,107850.44,3.12,2016-02-09,Active
ACC01183,CUST0589,Personal Loan,61051.61,1.75,2019-08-10,Active
ACC01184,CUST0590,Savings Account,192648.51,2.61,2016-10-23,Active
ACC01185,CUST0591,Personal Loan,159153.63,4.12,2016-07-30,Active
ACC01186,CUST0592,Investment Fund,138510.09,1.78,2016-10-30,Dormant
ACC01187,CUST0592,Current Account,98708.95,3.33,2020-03-10,Active
ACC01188,CUST0592,Investment Fund,42555.78,5.41,2021-11-10,Active
ACC01189,CUST0593,Personal Loan,65739.41,4.67,2015-10-28,Active
ACC01190,CUST0594,Savings Account,204041.23,2.06,2016-03-22,Active
ACC01191,CUST0595,Savings Account,247202.07,5.34,2018-07-20,Active
ACC01192,CUST0595,Mortgage,216783.62,0.13,2016-10-24,Active
ACC01193,CUST0595,Personal Loan,238360.1,2.64,2021-06-10,Active
ACC01194,CUST0596,Personal Loan,232830.5,0.22,2016-10-05,Active
ACC01195,CUST0596,Personal Loan,230325.62,0.44,2021-11-04,Active
ACC01196,CUST0597,Mortgage,156837.82,4.85,2021-03-04,Active
ACC01197,CUST0597,Investment Fund,114531.77,1.98,2017-09-09,Dormant
ACC01198,CUST0598,Personal Loan,162417.49,5.31,2016-02-02,Active
ACC01199,CUST0598,Personal Loan,133364.73,4.13,2019-05-22,Active
ACC01200,CUST0598,Savings Account,54238.71,1.9,2021-10-19,Active
ACC01201,CUST0599,Mortgage,-177.91,3.22,2016-10-12,Active
ACC01202,CUST0599,Investment Fund,53171.11,2.42,2017-04-17,Active
ACC01203,CUST0599,Savings Account,139403.36,0.1,2016-10-13,Active
ACC01204,CUST0600,Personal Loan,121186.62,5.01,2015-05-28,Active
ACC01205,CUST0600,Current Account,55539.79,1.17,2021-07-12,Active
ACC01206,CUST0600,Current Account,247061.05,2.24,2018-02-04,Active
ACC01207,CUST0601,Credit Card,137864.21,1.75,2017-08-28,Active
ACC01208,CUST0601,Personal Loan,143518.66,1.24,2018-07-19,Active
ACC01209,CUST0601,Investment Fund,137174.21,5.14,2015-06-20,Active
ACC01210,CUST0602,Personal Loan,122654.87,4.36,2019-02-14,Active
ACC01211,CUST0602,Investment Fund,23064.92,3.82,2016-12-27,Active
ACC01212,CUST0603,Personal Loan,17808.54,1.95,2015-09-24,Active
ACC01213,CUST0603,Current Account,58121.89,4.81,2017-05-01,Active
ACC01214,CUST0604,Savings Account,231317.23,0.19,2018-05-26,Active
ACC01215,CUST0605,Savings Account,230239.71,4.49,2016-10-09,Active
ACC01216,CUST0605,Personal Loan,102989.69,1.89,2018-12-29,Active
ACC01217,CUST0605,Mortgage,94837.51,5.48,2016-01-11,Active
ACC01218,CUST0606,Savings Account,118035.88,1.88,2019-12-25,Active
ACC01219,CUST0606,Credit Card,69953.96,1.68,2017-05-11,Active
ACC01220,CUST0606,Credit Card,22794.86,4.34,2015-07-26,Active
ACC01221,CUST0607,Savings Account,211606.12,0.78,2021-10-17,Active
ACC01222,CUST0607,Mortgage,19537.91,3.09,2018-06-12,Active
ACC01223,CUST0608,Mortgage,39089.94,1.85,2021-01-11,Active
ACC01224,CUST0608,Mortgage,97298.48,4.95,2020-07-07,Dormant
ACC01225,CUST0609,Personal Loan,93663.05,2.02,2019-08-20,Active
ACC01226,CUST0609,Current Account,63756.59,2.63,2021-07-03,Dormant
ACC01227,CUST0610,Savings Account,13787.53,0.44,2018-12-03,Active
ACC01228,CUST0610,Investment Fund,114739.86,2.44,2017-02-11,Active
ACC01229,CUST0610,Investment Fund,173787.83,0.89,2015-04-15,Active
ACC01230,CUST0611,Mortgage,45223.32,2.79,2015-07-16,Active
ACC01231,CUST0611,Personal Loan,124025.01,3.88,2017-04-06,Active
ACC01232,CUST0612,Personal Loan,133897.33,2.72,2015-12-06,Active
ACC01233,CUST0612,Mortgage,121366.01,3.87,2021-10-02,Active
ACC01234,CUST0612,Personal Loan,171196.23,1.2,2018-05-05,Active
ACC01235,CUST0613,Credit Card,108399.88,0.92,2015-09-23,Dormant
ACC01236,CUST0613,Current Account,224639.15,2.0,2015-08-31,Active
ACC01237,CUST0614,Investment Fund,232086.22,3.25,2020-11-16,Active
ACC01238,CUST0614,Mortgage,158578.91,5.12,2015-11-17,Active
ACC01239,CUST0614,Savings Account,196335.8,3.2,2021-01-20,Active
ACC01240,CUST0615,Personal Loan,44552.73,4.17,2016-04-11,Active
ACC01241,CUST0616,Mortgage,229659.15,2.96,2015-04-30,Active
ACC01242,CUST0616,Credit Card,173308.54,1.29,2019-12-17,Active
ACC01243,CUST0616,Current Account,77137.55,0.97,2020-01-26,Active
ACC01244,CUST0617,Mortgage,12088.84,5.25,2017-12-01,Active
ACC01245,CUST0617,Investment Fund,104587.84,0.22,2020-07-13,Active
ACC01246,CUST0617,Investment Fund,180416.62,1.31,2017-03-20,Dormant
ACC01247,CUST0618,Credit Card,63756.22,1.7,2019-04-02,Active
ACC01248,CUST0619,Mortgage,108432.64,0.12,2015-10-03,Active
ACC01249,CUST0619,Investment Fund,52695.07,3.66,2020-07-12,Active
ACC01250,CUST0619,Savings Account,244746.93,3.34,2017-02-05,Active
ACC01251,CUST0620,Personal Loan,13917.98,1.58,2017-10-31,Active
ACC01252,CUST0621,Savings Account,85768.21,0.82,2017-06-30,Active
ACC01253,CUST0621,Credit Card,30209.36,0.66,2016-02-17,Active
ACC01254,CUST0621,Mortgage,249571.27,4.68,2015-03-30,Active
ACC01255,CUST0622,Personal Loan,120788.18,2.31,2021-10-27,Active
ACC01256,CUST0623,Savings Account,218674.84,0.72,2015-09-02,Active
ACC01257,CUST0623,Investment Fund,213368.21,4.9,2017-01-01,Active
ACC01258,CUST0624,Savings Account,119093.07,1.46,2015-11-09,Active
ACC01259,CUST0624,Mortgage,117044.57,5.31,2017-05-27,Active
ACC01260,CUST0624,Credit Card,193684.76,0.86,2017-12-09,Active
ACC01261,CUST0625,Personal Loan,69181.2,5.07,2020-10-09,Active
ACC01262,CUST0626,Personal Loan,99434.55,4.12,2017-04-25,Active
ACC01263,CUST0626,Current Account,233756.7,5.29,2017-12-12,Active
ACC01264,CUST0626,Personal Loan,75529.09,5.44,2021-03-11,Active
ACC01265,CUST0627,Investment Fund,113114.48,0.58,2017-07-20,Active
ACC01266,CUST0627,Investment Fund,235786.81,0.77,2018-06-09,Active
ACC01267,CUST0628,Credit Card,48798.74,1.17,2021-02-19,Dormant
ACC01268,CUST0628,Personal Loan,69738.03,4.79,2015-07-27,Active
ACC01269,CUST0629,Investment Fund,102529.73,4.58,2017-08-28,Active
ACC01270,CUST0629,Investment Fund,10439.24,2.09,2019-12-26,Active
ACC01271,CUST0630,Personal Loan,82486.03,0.4,2020-06-20,Dormant
ACC01272,CUST0630,Personal Loan,189688.19,3.58,2017-05-26,Active
ACC01273,CUST0630,Savings Account,244202.74,4.63,2015-04-28,Active
ACC01274,CUST0631,Savings Account,114005.36,2.98,2018-07-24,Active
ACC01275,CUST0631,Savings Account,338.31,2.97,2018-08-19,Active
ACC01276,CUST0631,Current Account,43133.61,0.89,2018-05-17,Active
ACC01277,CUST0632,Credit Card,204991.98,2.1,2020-11-02,Active
ACC01278,CUST0632,Mortgage,93439.59,5.17,2016-02-17,Active
ACC01279,CUST0632,Mortgage,108220.24,4.83,2019-09-04,Active
ACC01280,CUST0633,Investment Fund,84972.17,4.83,2020-07-15,Active
ACC01281,CUST0634,Credit Card,71124.03,4.67,2018-01-22,Active
ACC01282,CUST0635,Current Account,204355.91,2.94,2021-11-24,Active
ACC01283,CUST0635,Savings Account,3410.88,4.11,2019-01-29,Active
ACC01284,CUST0636,Credit Card,248635.74,2.28,2017-04-27,Active
ACC01285,CUST0636,Mortgage,24047.79,1.53,2016-10-13,Active
ACC01286,CUST0636,Personal Loan,231854.55,2.98,2020-06-10,Active
ACC01287,CUST0637,Mortgage,41477.7,2.34,2018-03-09,Active
ACC01288,CUST0637,Mortgage,202921.98,4.78,2020-05-08,Active
ACC01289,CUST0637,Credit Card,241246.57,5.17,2021-06-17,Active
ACC01290,CUST0638,Personal Loan,94592.16,0.65,2020-09-19,Active
