customer_id,segment,age,age_group,region,branch,join_date,tenure_days,tenure_band
CUST0304,Student,19,18-25,Central,Mannheim,2017-02-18,2508,Loyal (3yr+)
CUST0305,Premium,21,18-25,Central,Stuttgart,2016-12-19,2569,Loyal (3yr+)
CUST0306,Student,73,60+,Central,Nuremberg,2021-09-18,835,Growing (1-3yr)
CUST0307,Retail,32,26-40,South,Munich-Mitte,2015-12-12,2942,Loyal (3yr+)
CUST0308,Premium,28,26-40,West,Frankfurt,2019-05-29,1678,Loyal (3yr+)
CUST0309,Business,42,41-60,East,Dresden,2021-03-17,1020,Growing (1-3yr)
CUST0310,Student,67,60+,Central,Stuttgart,2019-09-14,1570,Loyal (3yr+)
CUST0311,Student,53,41-60,West,Frankfurt,2020-06-01,1309,Loyal (3yr+)
CUST0312,Business,75,60+,North,Bremen-City,2018-04-28,2074,Loyal (3yr+)
CUST0313,Business,35,26-40,South,Munich-Mitte,2019-02-27,1769,Loyal (3yr+)
CUST0314,Student,36,26-40,West,Dusseldorf,2014-12-03,3316,Loyal (3yr+)
CUST0315,Premium,68,60+,West,Cologne-City,2021-02-03,1062,Growing (1-3yr)
CUST0316,Retail,50,41-60,Central,Mannheim,2018-05-12,2060,Loyal (3yr+)
CUST0317,Business,70,60+,Central,Nuremberg,2021-07-07,908,Growing (1-3yr)
CUST0318,Premium,48,41-60,North,Hamburg-Mitte,2018-09-10,1939,Loyal (3yr+)
CUST0319,Retail,39,26-40,West,Cologne-City,2014-05-23,3510,Loyal (3yr+)
CUST0320,Student,54,41-60,East,Dresden,2015-06-02,3135,Loyal (3yr+)
CUST0321,Student,64,60+,Central,Stuttgart,2019-08-29,1586,Loyal (3yr+)
CUST0322,Retail,73,60+,Central,Nuremberg,2015-12-23,2931,Loyal (3yr+)
CUST0323,Premium,31,26-40,South,Augsburg,2016-08-04,2706,Loyal (3yr+)
CUST0324,Student,25,18-25,East,Dresden,2020-09-08,1210,Loyal (3yr+)
CUST0325,Premium,63,60+,West,Cologne-City,2015-12-30,2924,Loyal (3yr+)
CUST0326,Premium,43,41-60,South,Munich-Mitte,2019-01-27,1800,Loyal (3yr+)
CUST0327,Premium,58,41-60,South,Munich-Mitte,2019-01-13,1814,Loyal (3yr+)
CUST0328,Student,40,26-40,East,Berlin-Mitte,2017-08-19,2326,Loyal (3yr+)
CUST0329,Business,54,41-60,West,Cologne-City,2016-02-18,2874,Loyal (3yr+)
CUST0330,Retail,75,60+,West,Frankfurt,2017-10-09,2275,Loyal (3yr+)
CUST0331,Premium,59,41-60,South,Munich-South,2021-10-18,805,Growing (1-3yr)
CUST0332,Premium,68,60+,North,Hamburg-Nord,2016-03-03,2860,Loyal (3yr+)
CUST0333,Student,39,26-40,North,Hamburg-Nord,2013-11-09,3705,Loyal (3yr+)
CUST0334,Premium,73,60+,East,Dresden,2021-03-02,1035,Growing (1-3yr)
CUST0335,Premium,54,41-60,East,Dresden,2020-05-03,1338,Loyal (3yr+)
CUST0336,Retail,69,60+,North,Bremen-City,2017-12-21,2202,Loyal (3yr+)
CUST0337,Business,20,18-25,West,Frankfurt,2018-09-05,1944,Loyal (3yr+)
CUST0338,Retail,27,26-40,East,Berlin-Mitte,2014-07-24,3448,Loyal (3yr+)
CUST0339,Retail,36,26-40,North,Bremen-City,2020-12-23,1104,Loyal (3yr+)
CUST0340,Student,73,60+,Central,Mannheim,2020-09-26,1192,Loyal (3yr+)
CUST0341,Retail,50,41-60,East,Berlin-East,2019-06-03,1673,Loyal (3yr+)
CUST0342,Premium,65,60+,South,Munich-South,2014-03-21,3573,Loyal (3yr+)
CUST0343,Business,38,26-40,North,Hamburg-Nord,2021-02-13,1052,Growing (1-3yr)
CUST0344,Student,74,60+,South,Augsburg,2019-10-29,1525,Loyal (3yr+)
CUST0345,Business,59,41-60,East,Berlin-East,2014-11-12,3337,Loyal (3yr+)
CUST0346,Retail,56,41-60,North,Hamburg-Mitte,2015-02-15,3242,Loyal (3yr+)
CUST0347,Premium,22,18-25,North,Hamburg-Nord,2016-03-08,2855,Loyal (3yr+)
CUST0348,Premium,51,41-60,West,Frankfurt,2014-10-10,3370,Loyal (3yr+)
CUST0349,Student,63,60+,West,Cologne-City,2019-09-15,1569,Loyal (3yr+)
CUST0350,Business,56,41-60,West,Dusseldorf,2016-11-19,2599,Loyal (3yr+)
CUST0351,Retail,18,18-25,North,Hamburg-Nord,2017-07-03,2373,Loyal (3yr+)
CUST0352,Premium,74,60+,East,Berlin-East,2018-07-05,2006,Loyal (3yr+)
CUST0353,Premium,75,60+,North,Bremen-City,2021-05-05,971,Growing (1-3yr)
CUST0354,Business,38,26-40,North,Bremen-City,2019-09-25,1559,Loyal (3yr+)
CUST0355,Student,32,26-40,South,Munich-Mitte,2019-07-28,1618,Loyal (3yr+)
CUST0356,Retail,55,41-60,North,Bremen-City,2021-11-19,773,Growing (1-3yr)
CUST0357,Student,19,18-25,East,Berlin-East,2019-01-08,1819,Loyal (3yr+)
CUST0358,Premium,30,26-40,East,Berlin-East,2019-02-21,1775,Loyal (3yr+)
CUST0359,Premium,35,26-40,Central,Stuttgart,2018-02-23,2138,Loyal (3yr+)
CUST0360,Retail,18,18-25,North,Hamburg-Mitte,2015-02-03,3254,Loyal (3yr+)
CUST0361,Student,21,18-25,Central,Stuttgart,2019-05-31,1676,Loyal (3yr+)
CUST0362,Retail,54,41-60,Central,Mannheim,2013-11-27,3687,Loyal (3yr+)
CUST0363,Student,40,26-40,South,Augsburg,2017-05-07,2430,Loyal (3yr+)
CUST0364,Student,34,26-40,South,Munich-Mitte,2016-11-23,2595,Loyal (3yr+)
CUST0365,Student,42,41-60,East,Berlin-East,2018-01-04,2188,Loyal (3yr+)
CUST0366,Premium,72,60+,West,Frankfurt,2016-06-17,2754,Loyal (3yr+)
CUST0367,Business,26,26-40,Central,Stuttgart,2015-06-06,3131,Loyal (3yr+)
CUST0368,Business,44,41-60,Central,Nuremberg,2016-01-26,2897,Loyal (3yr+)
CUST0369,Business,37,26-40,East,Berlin-East,2019-08-24,1591,Loyal (3yr+)
CUST0370,Business,29,26-40,East,Berlin-Mitte,2018-08-02,1978,Loyal (3yr+)
CUST0371,Student,36,26-40,North,Bremen-City,2015-05-13,3155,Loyal (3yr+)
CUST0372,Student,67,60+,South,Munich-Mitte,2017-06-04,2402,Loyal (3yr+)
CUST0373,Retail,43,41-60,South,Munich-South,2015-04-05,3193,Loyal (3yr+)
CUST0374,Retail,32,26-40,West,Cologne-City,2015-08-14,3062,Loyal (3yr+)
CUST0375,Premium,55,41-60,West,Cologne-City,2020-09-20,1198,Loyal (3yr+)
CUST0376,Student,38,26-40,North,Bremen-City,2019-04-29,1708,Loyal (3yr+)
CUST0377,Premium,37,26-40,Central,Mannheim,2019-01-06,1821,Loyal (3yr+)
CUST0378,Student,55,41-60,East,Berlin-Mitte,2020-10-29,1159,Loyal (3yr+)
CUST0379,Premium,47,41-60,North,Hamburg-Mitte,2015-09-15,3030,Loyal (3yr+)
CUST0380,Retail,60,41-60,South,Munich-Mitte,2015-09-15,3030,Loyal (3yr+)
CUST0381,Premium,73,60+,Central,Mannheim,2018-01-20,2172,Loyal (3yr+)
CUST0382,Premium,36,26-40,South,Munich-Mitte,2017-10-21,2263,Loyal (3yr+)
CUST0383,Retail,34,26-40,East,Berlin-Mitte,2019-09-29,1555,Loyal (3yr+)
CUST0384,Business,41,41-60,Central,Nuremberg,2014-11-28,3321,Loyal (3yr+)
CUST0385,Business,38,26-40,South,Munich-South,2018-11-24,1864,Loyal (3yr+)
CUST0386,Student,23,18-25,Central,Mannheim,2020-11-11,1146,Loyal (3yr+)
CUST0387,Retail,57,41-60,East,Berlin-East,2015-08-30,3046,Loyal (3yr+)
CUST0388,Business,71,60+,North,Hamburg-Mitte,2019-11-07,1516,Loyal (3yr+)
CUST0389,Business,47,41-60,West,Cologne-City,2017-06-12,2394,Loyal (3yr+)
CUST0390,Student,48,41-60,South,Munich-South,2018-04-29,2073,Loyal (3yr+)
CUST0391,Student,57,41-60,West,Cologne-City,2015-05-03,3165,Loyal (3yr+)
CUST0392,Retail,34,26-40,West,Cologne-City,2015-05-18,3150,Loyal (3yr+)
CUST0393,Business,49,41-60,South,Munich-Mitte,2016-12-10,2578,Loyal (3yr+)
CUST0394,Retail,42,41-60,Central,Stuttgart,2015-03-26,3203,Loyal (3yr+)
CUST0395,Retail,20,18-25,East,Berlin-Mitte,2015-06-03,3134,Loyal (3yr+)
CUST0396,Student,21,18-25,North,Hamburg-Nord,2018-06-14,2027,Loyal (3yr+)
CUST0397,Student,38,26-40,Central,Stuttgart,2015-11-22,2962,Loyal (3yr+)
CUST0398,Retail,46,41-60,South,Munich-South,2016-11-06,2612,Loyal (3yr+)
CUST0399,Premium,71,60+,South,Augsburg,2021-03-31,1006,Growing (1-3yr)
CUST0400,Business,18,18-25,West,Cologne-City,2021-01-31,1065,Growing (1-3yr)
CUST0401,Premium,43,41-60,North,Hamburg-Mitte,2017-06-13,2393,Loyal (3yr+)
CUST0402,Business,22,18-25,Central,Stuttgart,2014-03-01,3593,Loyal (3yr+)
CUST0403,Business,59,41-60,South,Augsburg,2016-03-09,2854,Loyal (3yr+)
CUST0404,Retail,73,60+,East,Dresden,2019-01-21,1806,Loyal (3yr+)
CUST0405,Business,21,18-25,North,Bremen-City,2020-05-16,1325,Loyal (3yr+)
CUST0406,Retail,58,41-60,East,Berlin-East,2016-08-06,2704,Loyal (3yr+)
CUST0407,Premium,61,60+,Central,Nuremberg,2020-10-31,1157,Loyal (3yr+)
CUST0408,Student,21,18-25,North,Hamburg-Nord,2020-01-13,1449,Loyal (3yr+)
CUST0409,Student,74,60+,North,Hamburg-Nord,2019-10-18,1536,Loyal (3yr+)
CUST0410,Business,72,60+,East,Berlin-Mitte,2020-01-11,1451,Loyal (3yr+)
CUST0411,Student,33,26-40,East,Berlin-Mitte,2021-04-12,994,Growing (1-3yr)
CUST0412,Retail,70,60+,Central,Mannheim,2014-12-12,3307,Loyal (3yr+)
CUST0413,Retail,58,41-60,East,Berlin-Mitte,2020-03-15,1387,Loyal (3yr+)
CUST0414,Business,37,26-40,East,Berlin-Mitte,2017-09-22,2292,Loyal (3yr+)
CUST0415,Premium,24,18-25,North,Bremen-City,2014-07-22,3450,Loyal (3yr+)
CUST0416,Business,63,60+,West,Cologne-City,2014-04-07,3556,Loyal (3yr+)
CUST0417,Business,30,26-40,Central,Nuremberg,2013-10-24,3721,Loyal (3yr+)
CUST0418,Premium,18,18-25,Central,Mannheim,2020-03-10,1392,Loyal (3yr+)
CUST0419,Business,37,26-40,West,Cologne-City,2017-07-03,2373,Loyal (3yr+)
CUST0420,Premium,61,60+,Central,Mannheim,2017-09-12,2302,Loyal (3yr+)
CUST0421,Premium,42,41-60,West,Cologne-City,2020-06-03,1307,Loyal (3yr+)
CUST0422,Student,45,41-60,East,Dresden,2015-07-04,3103,Loyal (3yr+)
CUST0423,Business,33,26-40,North,Hamburg-Nord,2021-11-09,783,Growing (1-3yr)
CUST0424,Premium,36,26-40,North,Bremen-City,2014-05-04,3529,Loyal (3yr+)
CUST0425,Student,56,41-60,South,Augsburg,2015-01-29,3259,Loyal (3yr+)
CUST0426,Student,50,41-60,West,Cologne-City,2016-04-05,2827,Loyal (3yr+)
CUST0427,Business,68,60+,Central,Stuttgart,2014-01-16,3637,Loyal (3yr+)
CUST0428,Premium,25,18-25,North,Hamburg-Mitte,2016-03-25,2838,Loyal (3yr+)
CUST0429,Business,18,18-25,East,Dresden,2019-08-10,1605,Loyal (3yr+)
CUST0430,Premium,44,41-60,East,Berlin-East,2019-07-01,1645,Loyal (3yr+)
CUST0431,Premium,67,60+,North,Hamburg-Nord,2020-11-11,1146,Loyal (3yr+)
CUST0432,Business,49,41-60,South,Munich-Mitte,2014-09-19,3391,Loyal (3yr+)
CUST0433,Student,41,41-60,West,Cologne-City,2014-03-12,3582,Loyal (3yr+)
CUST0434,Premium,75,60+,South,Munich-Mitte,2014-03-12,3582,Loyal (3yr+)
CUST0435,Business,49,41-60,East,Berlin-Mitte,2015-05-14,3154,Loyal (3yr+)
CUST0436,Business,60,41-60,South,Augsburg,2021-09-05,848,Growing (1-3yr)
CUST0437,Premium,70,60+,Central,Nuremberg,2019-02-28,1768,Loyal (3yr+)
CUST0438,Premium,47,41-60,North,Bremen-City,2016-09-16,2663,Loyal (3yr+)
CUST0439,Premium,25,18-25,South,Augsburg,2015-11-28,2956,Loyal (3yr+)
CUST0440,Student,22,18-25,West,Cologne-City,2015-08-02,3074,Loyal (3yr+)
CUST0441,Student,40,26-40,East,Berlin-Mitte,2020-12-11,1116,Loyal (3yr+)
CUST0442,Business,39,26-40,South,Munich-Mitte,2016-11-28,2590,Loyal (3yr+)
CUST0443,Premium,39,26-40,West,Frankfurt,2014-03-27,3567,Loyal (3yr+)
CUST0444,Premium,72,60+,West,Dusseldorf,2017-03-21,2477,Loyal (3yr+)
CUST0445,Business,25,18-25,West,Frankfurt,2021-02-22,1043,Growing (1-3yr)
CUST0446,Retail,22,18-25,South,Augsburg,2014-05-30,3503,Loyal (3yr+)
CUST0447,Business,27,26-40,Central,Mannheim,2018-05-08,2064,Loyal (3yr+)
CUST0448,Business,66,60+,Central,Stuttgart,2018-01-25,2167,Loyal (3yr+)
CUST0449,Premium,27,26-40,North,Hamburg-Mitte,2021-10-15,808,Growing (1-3yr)
CUST0450,Student,35,26-40,North,Bremen-City,2014-06-28,3474,Loyal (3yr+)
CUST0451,Student,28,26-40,West,Frankfurt,2016-08-23,2687,Loyal (3yr+)
CUST0452,Business,30,26-40,Central,Mannheim,2014-09-09,3401,Loyal (3yr+)
CUST0453,Retail,66,60+,East,Berlin-Mitte,2020-10-22,1166,Loyal (3yr+)
CUST0454,Student,67,60+,South,Munich-South,2015-06-23,3114,Loyal (3yr+)
CUST0455,Business,75,60+,Central,Stuttgart,2014-09-24,3386,Loyal (3yr+)
CUST0456,Student,70,60+,West,Cologne-City,2018-07-13,1998,Loyal (3yr+)
CUST0457,Retail,63,60+,East,Berlin-East,2016-10-07,2642,Loyal (3yr+)
CUST0458,Student,34,26-40,South,Munich-South,2021-10-03,820,Growing (1-3yr)
CUST0459,Business,69,60+,South,Munich-South,2014-12-21,3298,Loyal (3yr+)
CUST0460,Premium,43,41-60,West,Cologne-City,2017-04-12,2455,Loyal (3yr+)
CUST0461,Business,22,18-25,West,Dusseldorf,2014-03-20,3574,Loyal (3yr+)
CUST0462,Premium,71,60+,West,Frankfurt,2018-01-09,2183,Loyal (3yr+)
CUST0463,Premium,48,41-60,East,Dresden,2021-07-08,907,Growing (1-3yr)
CUST0464,Business,20,18-25,South,Munich-Mitte,2017-05-24,2413,Loyal (3yr+)
CUST0465,Business,69,60+,North,Hamburg-Mitte,2017-12-23,2200,Loyal (3yr+)
CUST0466,Retail,22,18-25,East,Berlin-East,2020-04-18,1353,Loyal (3yr+)
CUST0467,Business,57,41-60,East,Berlin-East,2020-08-09,1240,Loyal (3yr+)
CUST0468,Business,55,41-60,West,Cologne-City,2017-06-27,2379,Loyal (3yr+)
CUST0469,Premium,18,18-25,Central,Mannheim,2014-07-01,3471,Loyal (3yr+)
CUST0470,Business,72,60+,North,Hamburg-Nord,2020-02-01,1430,Loyal (3yr+)
CUST0471,Retail,33,26-40,North,Hamburg-Nord,2021-10-28,795,Growing (1-3yr)
CUST0472,Business,29,26-40,Central,Mannheim,2015-10-14,3001,Loyal (3yr+)
CUST0473,Retail,21,18-25,North,Hamburg-Nord,2018-05-22,2050,Loyal (3yr+)
CUST0474,Premium,28,26-40,Central,Nuremberg,2014-03-14,3580,Loyal (3yr+)
CUST0475,Retail,68,60+,South,Munich-South,2016-11-13,2605,Loyal (3yr+)
CUST0476,Retail,64,60+,Central,Stuttgart,2016-04-17,2815,Loyal (3yr+)
CUST0477,Premium,69,60+,North,Hamburg-Mitte,2017-11-16,2237,Loyal (3yr+)
CUST0478,Premium,60,41-60,North,Hamburg-Mitte,2017-03-15,2483,Loyal (3yr+)
CUST0479,Retail,52,41-60,North,Hamburg-Nord,2017-07-30,2346,Loyal (3yr+)
CUST0480,Retail,48,41-60,North,Hamburg-Nord,2020-11-07,1150,Loyal (3yr+)
CUST0481,Retail,47,41-60,North,Hamburg-Nord,2019-04-06,1731,Loyal (3yr+)
CUST0482,Business,71,60+,South,Munich-Mitte,2020-03-14,1388,Loyal (3yr+)
CUST0483,Retail,74,60+,Central,Nuremberg,2016-02-01,2891,Loyal (3yr+)
CUST0484,Student,29,26-40,South,Augsburg,2016-08-20,2690,Loyal (3yr+)
CUST0485,Retail,60,41-60,Central,Mannheim,2014-09-25,3385,Loyal (3yr+)
CUST0486,Business,54,41-60,North,Bremen-City,2019-08-17,1598,Loyal (3yr+)
CUST0487,Student,40,26-40,South,Munich-South,2013-12-02,3682,Loyal (3yr+)
CUST0488,Retail,25,18-25,South,Augsburg,2017-10-07,2277,Loyal (3yr+)
CUST0489,Premium,39,26-40,North,Bremen-City,2016-01-20,2903,Loyal (3yr+)
CUST0490,Business,60,41-60,East,Berlin-East,2014-07-30,3442,Loyal (3yr+)
CUST0491,Retail,56,41-60,Central,Stuttgart,2019-06-09,1667,Loyal (3yr+)
CUST0492,Premium,59,41-60,North,Bremen-City,2014-05-04,3529,Loyal (3yr+)
CUST0493,Retail,33,26-40,East,Dresden,2019-09-26,1558,Loyal (3yr+)
CUST0494,Student,73,60+,West,Dusseldorf,2016-04-04,2828,Loyal (3yr+)
CUST0495,Student,36,26-40,East,Berlin-East,2017-03-31,2467,Loyal (3yr+)
CUST0496,Business,52,41-60,West,Frankfurt,2019-01-22,1805,Loyal (3yr+)
CUST0497,Premium,31,26-40,Central,Nuremberg,2015-01-30,3258,Loyal (3yr+)
CUST0498,Student,21,18-25,West,Dusseldorf,2017-05-31,2406,Loyal (3yr+)
CUST0499,Premium,18,18-25,West,Dusseldorf,2019-05-03,1704,Loyal (3yr+)
CUST0500,Premium,53,41-60,West,Frankfurt,2016-06-22,2749,Loyal (3yr+)
CUST0501,Business,73,60+,Central,Nuremberg,2017-05-19,2418,Loyal (3yr+)
CUST0502,Business,34,26-40,West,Cologne-City,2019-09-29,1555,Loyal (3yr+)
CUST0503,Student,70,60+,South,Augsburg,2016-09-05,2674,Loyal (3yr+)
CUST0504,Premium,51,41-60,Central,Nuremberg,2020-08-10,1239,Loyal (3yr+)
CUST0505,Student,53,41-60,South,Munich-South,2020-09-19,1199,Loyal (3yr+)
CUST0506,Student,21,18-25,Central,Mannheim,2017-05-14,2423,Loyal (3yr+)
CUST0507,Student,63,60+,Central,Mannheim,2015-06-26,3111,Loyal (3yr+)
CUST0508,Premium,25,18-25,West,Dusseldorf,2021-02-19,1046,Growing (1-3yr)
CUST0509,Premium,53,41-60,Central,Nuremberg,2019-01-28,1799,Loyal (3yr+)
CUST0510,Retail,33,26-40,East,Dresden,2019-07-21,1625,Loyal (3yr+)
CUST0511,Premium,44,41-60,South,Augsburg,2018-01-11,2181,Loyal (3yr+)
CUST0512,Premium,46,41-60,East,Dresden,2020-07-10,1270,Loyal (3yr+)
CUST0513,Student,44,41-60,North,Hamburg-Nord,2018-09-14,1935,Loyal (3yr+)
CUST0514,Student,18,18-25,South,Munich-South,2019-05-26,1681,Loyal (3yr+)
CUST0515,Business,35,26-40,North,Hamburg-Mitte,2021-09-17,836,Growing (1-3yr)
CUST0516,Student,29,26-40,East,Dresden,2017-10-12,2272,Loyal (3yr+)
CUST0517,Retail,75,60+,South,Munich-South,2019-11-15,1508,Loyal (3yr+)
CUST0518,Retail,29,26-40,Central,Nuremberg,2017-05-28,2409,Loyal (3yr+)
CUST0519,Retail,29,26-40,North,Hamburg-Nord,2021-01-21,1075,Growing (1-3yr)
CUST0520,Business,47,41-60,South,Augsburg,2018-10-02,1917,Loyal (3yr+)
CUST0521,Student,52,41-60,Central,Nuremberg,2017-11-01,2252,Loyal (3yr+)
CUST0522,Retail,30,26-40,West,Cologne-City,2016-09-30,2649,Loyal (3yr+)
CUST0523,Retail,54,41-60,Central,Stuttgart,2016-03-11,2852,Loyal (3yr+)
CUST0524,Business,32,26-40,Central,Nuremberg,2016-08-10,2700,Loyal (3yr+)
CUST0525,Premium,36,26-40,South,Augsburg,2016-07-04,2737,Loyal (3yr+)
CUST0526,Retail,38,26-40,West,Dusseldorf,2019-02-18,1778,Loyal (3yr+)
CUST0527,Retail,43,41-60,North,Bremen-City,2014-05-19,3514,Loyal (3yr+)
CUST0528,Retail,42,41-60,South,Munich-Mitte,2016-10-09,2640,Loyal (3yr+)
CUST0529,Business,62,60+,West,Frankfurt,2021-07-09,906,Growing (1-3yr)
CUST0530,Student,31,26-40,Central,Stuttgart,2020-05-02,1339,Loyal (3yr+)
CUST0531,Premium,25,18-25,South,Munich-Mitte,2018-12-16,1842,Loyal (3yr+)
CUST0532,Business,64,60+,East,Berlin-Mitte,2016-06-30,2741,Loyal (3yr+)
CUST0533,Business,35,26-40,Central,Nuremberg,2020-03-09,1393,Loyal (3yr+)
CUST0534,Premium,59,41-60,West,Frankfurt,2019-11-28,1495,Loyal (3yr+)
CUST0535,Student,54,41-60,East,Berlin-Mitte,2014-06-14,3488,Loyal (3yr+)
CUST0536,Retail,58,41-60,West,Frankfurt,2020-03-27,1375,Loyal (3yr+)
CUST0537,Business,49,41-60,South,Augsburg,2016-01-17,2906,Loyal (3yr+)
CUST0538,Premium,36,26-40,Central,Mannheim,2017-04-15,2452,Loyal (3yr+)
CUST0539,Premium,49,41-60,North,Bremen-City,2021-08-06,878,Growing (1-3yr)
CUST0540,Retail,33,26-40,Central,Stuttgart,2021-09-02,851,Growing (1-3yr)
CUST0541,Premium,46,41-60,North,Hamburg-Nord,2015-02-07,3250,Loyal (3yr+)
CUST0542,Retail,59,41-60,West,Cologne-City,2020-12-09,1118,Loyal (3yr+)
CUST0543,Student,22,18-25,North,Bremen-City,2015-01-09,3279,Loyal (3yr+)
CUST0544,Business,35,26-40,Central,Nuremberg,2018-06-27,2014,Loyal (3yr+)
CUST0545,Business,42,41-60,East,Dresden,2015-01-19,3269,Loyal (3yr+)
CUST0546,Business,46,41-60,West,Cologne-City,2021-03-29,1008,Growing (1-3yr)
CUST0547,Business,75,60+,North,Bremen-City,2017-05-12,2425,Loyal (3yr+)
CUST0548,Retail,71,60+,Central,Mannheim,2016-08-31,2679,Loyal (3yr+)
CUST0549,Premium,71,60+,Central,Stuttgart,2013-12-04,3680,Loyal (3yr+)
CUST0550,Retail,52,41-60,North,Hamburg-Mitte,2014-02-10,3612,Loyal (3yr+)
CUST0551,Retail,52,41-60,West,Frankfurt,2015-07-03,3104,Loyal (3yr+)
CUST0552,Business,40,26-40,East,Berlin-East,2020-08-12,1237,Loyal (3yr+)
CUST0553,Retail,66,60+,South,Munich-Mitte,2020-11-28,1129,Loyal (3yr+)
CUST0554,Student,22,18-25,East,Dresden,2017-09-22,2292,Loyal (3yr+)
CUST0555,Business,72,60+,Central,Nuremberg,2015-12-27,2927,Loyal (3yr+)
CUST0556,Student,30,26-40,Central,Mannheim,2021-06-14,931,Growing (1-3yr)
CUST0557,Premium,37,26-40,West,Cologne-City,2014-03-17,3577,Loyal (3yr+)
CUST0558,Premium,71,60+,South,Munich-Mitte,2017-04-27,2440,Loyal (3yr+)
CUST0559,Retail,58,41-60,North,Hamburg-Nord,2017-06-17,2389,Loyal (3yr+)
CUST0560,Retail,62,60+,West,Frankfurt,2019-04-25,1712,Loyal (3yr+)
CUST0561,Retail,62,60+,North,Bremen-City,2015-12-23,2931,Loyal (3yr+)
CUST0562,Business,56,41-60,West,Cologne-City,2017-12-11,2212,Loyal (3yr+)
CUST0563,Business,25,18-25,South,Augsburg,2017-11-08,2245,Loyal (3yr+)
CUST0564,Premium,63,60+,East,Berlin-East,2020-02-15,1416,Loyal (3yr+)
CUST0565,Premium,57,41-60,Central,Mannheim,2017-01-15,2542,Loyal (3yr+)
CUST0566,Retail,68,60+,Central,Mannheim,2013-12-01,3683,Loyal (3yr+)
CUST0567,Student,74,60+,South,Munich-Mitte,2021-06-21,924,Growing (1-3yr)
CUST0568,Premium,37,26-40,East,Berlin-East,2021-05-10,966,Growing (1-3yr)
CUST0569,Student,25,18-25,South,Munich-South,2020-11-20,1137,Loyal (3yr+)
CUST0570,Retail,28,26-40,West,Cologne-City,2019-11-10,1513,Loyal (3yr+)
CUST0571,Retail,55,41-60,Central,Nuremberg,2021-11-09,783,Growing (1-3yr)
CUST0572,Business,22,18-25,North,Bremen-City,2021-10-19,804,Growing (1-3yr)
CUST0573,Retail,60,41-60,West,Frankfurt,2014-03-28,3566,Loyal (3yr+)
CUST0574,Business,29,26-40,West,Cologne-City,2021-09-09,844,Growing (1-3yr)
CUST0575,Retail,67,60+,North,Hamburg-Nord,2014-10-28,3352,Loyal (3yr+)
CUST0576,Retail,26,26-40,Central,Nuremberg,2016-08-26,2684,Loyal (3yr+)
CUST0577,Business,33,26-40,West,Frankfurt,2019-08-31,1584,Loyal (3yr+)
CUST0578,Retail,29,26-40,West,Dusseldorf,2014-02-08,3614,Loyal (3yr+)
CUST0579,Retail,61,60+,North,Hamburg-Nord,2019-12-19,1474,Loyal (3yr+)
CUST0580,Premium,40,26-40,Central,Stuttgart,2019-01-07,1820,Loyal (3yr+)
CUST0581,Premium,43,41-60,Central,Mannheim,2017-11-06,2247,Loyal (3yr+)
CUST0582,Premium,73,60+,Central,Nuremberg,2020-07-20,1260,Loyal (3yr+)
CUST0583,Student,33,26-40,North,Bremen-City,2015-08-28,3048,Loyal (3yr+)
CUST0584,Retail,68,60+,West,Cologne-City,2021-01-30,1066,Growing (1-3yr)
CUST0585,Business,28,26-40,Central,Mannheim,2016-11-10,2608,Loyal (3yr+)
CUST0586,Business,22,18-25,Central,Mannheim,2018-10-09,1910,Loyal (3yr+)
CUST0587,Premium,19,18-25,South,Augsburg,2013-11-23,3691,Loyal (3yr+)
CUST0588,Student,55,41-60,Central,Mannheim,2020-04-01,1370,Loyal (3yr+)
CUST0589,Student,30,26-40,West,Cologne-City,2018-07-12,1999,Loyal (3yr+)
CUST0590,Business,55,41-60,North,Hamburg-Mitte,2014-07-11,3461,Loyal (3yr+)
CUST0591,Business,73,60+,North,Bremen-City,2014-04-25,3538,Loyal (3yr+)
CUST0592,Business,66,60+,West,Frankfurt,2020-02-19,1412,Loyal (3yr+)
CUST0593,Retail,74,60+,West,Dusseldorf,2020-06-08,1302,Loyal (3yr+)
CUST0594,Premium,54,41-60,West,Cologne-City,2018-04-01,2101,Loyal (3yr+)
CUST0595,Student,69,60+,West,Dusseldorf,2019-07-10,1636,Loyal (3yr+)
CUST0596,Student,60,41-60,North,Hamburg-Mitte,2019-05-26,1681,Loyal (3yr+)
CUST0597,Business,58,41-60,South,Augsburg,2015-04-16,3182,Loyal (3yr+)
CUST0598,Student,33,26-40,South,Munich-South,2015-11-20,2964,Loyal (3yr+)
CUST0599,Retail,18,18-25,South,Augsburg,2019-10-05,1549,Loyal (3yr+)
CUST0600,Retail,68,60+,East,Dresden,2021-03-18,1019,Growing (1-3yr)
CUST0601,Student,58,41-60,South,Augsburg,2017-04-17,2450,Loyal (3yr+)
CUST0602,Retail,62,60+,North,Bremen-City,2013-11-29,3685,Loyal (3yr+)
CUST0603,Retail,24,18-25,East,Dresden,2018-07-30,1981,Loyal (3yr+)
CUST0604,Business,23,18-25,West,Frankfurt,2014-04-18,3545,Loyal (3yr+)
CUST0605,Student,40,26-40,North,Hamburg-Nord,2013-11-19,3695,Loyal (3yr+)
CUST0606,Retail,36,26-40,East,Berlin-East,2021-09-17,836,Growing (1-3yr)
CUST0607,Premium,31,26-40,Central,Mannheim,2015-01-10,3278,Loyal (3yr+)
